,dsc_estado,Modalidade de Operação,nom_tipocombustivel2,nom_tipousinasite,Selecione Tipo de GE Simp 4,Din Instante,Din Instante GE Simp 4,Val Geraenergiacongwh,Val Geraenergiaconmwmed,Demanda
7842,1,5,2,0,8.34,29/02/2020 00:00,01/02/2020 00:00,5.80275085,8.33728571,Baixo
7843,1,5,2,0,8.13,29/02/2020 00:00,01/02/2020 00:00,5.66008481,8.13230576,Baixo
7844,1,5,2,0,9.07,29/02/2020 00:00,01/02/2020 00:00,6.31237286,9.06950123,Baixo
7845,1,5,2,0,4.56,29/02/2020 00:00,01/02/2020 00:00,3.17492288,4.5616708,Baixo
7846,1,5,2,0,3.01,29/02/2020 00:00,01/02/2020 00:00,2.09726728,3.01331506,Baixo
7847,1,5,2,0,2.31,29/02/2020 00:00,01/02/2020 00:00,1.60839061,2.31090605,Baixo
7848,1,5,2,0,4.87,29/02/2020 00:00,01/02/2020 00:00,3.39289356,4.87484707,Baixo
7849,1,5,2,0,7.9,29/02/2020 00:00,01/02/2020 00:00,5.49938955,7.90142177,Baixo
7850,1,5,2,0,7.53,29/02/2020 00:00,01/02/2020 00:00,5.23838115,7.526409700000001,Baixo
7851,1,5,2,0,2.23,29/02/2020 00:00,01/02/2020 00:00,1.55487951,2.23402229,Baixo
7852,1,5,2,0,6.66,29/02/2020 00:00,01/02/2020 00:00,4.63737532,6.66289557,Baixo
7853,1,5,2,0,7.39,29/02/2020 00:00,01/02/2020 00:00,5.1458577000000005,7.393473700000001,Baixo
7854,1,5,2,0,1.96,29/02/2020 00:00,01/02/2020 00:00,1.36525498,1.96157324,Baixo
7855,1,5,2,0,5.96,29/02/2020 00:00,01/02/2020 00:00,4.1482662,5.96015258,Baixo
7856,1,5,2,0,4.28,29/02/2020 00:00,01/02/2020 00:00,2.98023634,4.28194876,Baixo
7857,1,5,2,0,8.62,29/02/2020 00:00,01/02/2020 00:00,5.99746317,8.61704479,Baixo
7858,1,5,2,0,7.07,29/02/2020 00:00,01/02/2020 00:00,4.92388623,7.07454918,Baixo
7859,1,5,2,0,7.16,29/02/2020 00:00,01/02/2020 00:00,4.98276303,7.15914228,Baixo
7860,1,5,2,0,6.02,29/02/2020 00:00,01/02/2020 00:00,4.18699225,6.01579346,Baixo
7861,1,5,2,0,5.01,29/02/2020 00:00,01/02/2020 00:00,3.48710766,5.01021215,Baixo
7862,1,5,2,0,5.25,29/02/2020 00:00,01/02/2020 00:00,3.65330656,5.24900368,Baixo
7863,1,5,2,0,4.68,29/02/2020 00:00,01/02/2020 00:00,3.25787882,4.68086038,Baixo
7864,1,5,2,0,6.1,29/02/2020 00:00,01/02/2020 00:00,4.24722194,6.10233037,Baixo
7865,1,5,2,0,5.5,29/02/2020 00:00,01/02/2020 00:00,3.82707247,5.49866734,Baixo
7866,1,5,2,0,5.87,29/02/2020 00:00,01/02/2020 00:00,4.08638977,5.87124967,Baixo
7867,1,5,2,0,7.43,29/02/2020 00:00,01/02/2020 00:00,5.1683721,7.42582198,Baixo
7868,1,5,2,0,6.82,29/02/2020 00:00,01/02/2020 00:00,4.75003715,6.82476602,Baixo
7869,1,5,2,0,7.09,29/02/2020 00:00,01/02/2020 00:00,4.93440401,7.08966093,Baixo
7870,1,5,2,0,13.99,29/02/2020 00:00,01/02/2020 00:00,9.73461565,13.98651674,Baixo
7871,1,5,2,0,14.13,29/02/2020 00:00,01/02/2020 00:00,9.83516792,14.13098839,Baixo
7872,1,5,2,0,11.97,29/02/2020 00:00,01/02/2020 00:00,8.33243845,11.97189433,Baixo
7873,1,5,2,0,3.71,29/02/2020 00:00,01/02/2020 00:00,2.58351353,3.71194473,Baixo
7874,1,5,2,0,2.31,29/02/2020 00:00,01/02/2020 00:00,1.60925136,2.31214276,Baixo
7875,1,5,2,0,6.39,29/02/2020 00:00,01/02/2020 00:00,4.44882208,6.39198574,Baixo
7876,1,5,2,0,5.26,29/02/2020 00:00,01/02/2020 00:00,3.66339614,5.2635002,Baixo
7877,1,5,2,0,9.53,29/02/2020 00:00,01/02/2020 00:00,6.63140136,9.52787551,Baixo
7878,1,5,2,0,5.71,29/02/2020 00:00,01/02/2020 00:00,3.97286463,5.70813884,Baixo
7879,1,5,2,0,6.05,29/02/2020 00:00,01/02/2020 00:00,4.21404126,6.05465698,Baixo
7880,1,5,2,0,6.31,29/02/2020 00:00,01/02/2020 00:00,4.3910477,6.30897658,Baixo
7881,1,5,2,0,5.48,29/02/2020 00:00,01/02/2020 00:00,3.81498204,5.48129603,Baixo
7882,1,5,2,0,3.5,29/02/2020 00:00,01/02/2020 00:00,2.43489752,3.49841598,Baixo
7883,1,5,2,0,4.03,29/02/2020 00:00,01/02/2020 00:00,2.80177685,4.02554145,Baixo
7884,1,5,2,0,11.38,29/02/2020 00:00,01/02/2020 00:00,7.91817754,11.37669187,Baixo
7885,1,5,2,0,8.71,29/02/2020 00:00,01/02/2020 00:00,6.06374188,8.71227281,Baixo
7886,1,5,2,0,6.18,29/02/2020 00:00,01/02/2020 00:00,4.30426752,6.18429242,Baixo
7887,1,5,2,0,7.43,29/02/2020 00:00,01/02/2020 00:00,5.17266229,7.43198605,Baixo
7888,1,5,2,0,4.05,29/02/2020 00:00,01/02/2020 00:00,2.81646637,4.04664709,Baixo
7889,1,5,2,0,7.16,29/02/2020 00:00,01/02/2020 00:00,4.98251262,7.1587825,Baixo
7890,1,5,2,0,7.36,29/02/2020 00:00,01/02/2020 00:00,5.12256076,7.36000109,Baixo
7891,1,5,2,0,10.2,29/02/2020 00:00,01/02/2020 00:00,7.09758081,10.19767358,Baixo
7892,1,5,2,0,10.66,29/02/2020 00:00,01/02/2020 00:00,7.41993124,10.66082074,Baixo
7893,1,5,2,0,9.82,29/02/2020 00:00,01/02/2020 00:00,6.83181017,9.81581921,Baixo
7894,1,5,2,0,8.13,29/02/2020 00:00,01/02/2020 00:00,5.65713454,8.12806687,Baixo
7895,1,5,2,0,5.93,29/02/2020 00:00,01/02/2020 00:00,4.12858554,5.93187577,Baixo
7896,1,5,2,0,10.61,29/02/2020 00:00,01/02/2020 00:00,7.38512668,10.61081419,Baixo
7897,1,5,2,0,13.44,29/02/2020 00:00,01/02/2020 00:00,9.35206284,13.43687189,Baixo
7898,1,5,2,0,5.95,29/02/2020 00:00,01/02/2020 00:00,4.1433041,5.95302313,Baixo
7899,1,5,2,0,5.02,29/02/2020 00:00,01/02/2020 00:00,3.49062038,5.01525917,Baixo
7900,1,5,2,0,9.9,29/02/2020 00:00,01/02/2020 00:00,6.89339057,9.904296800000001,Baixo
7901,1,5,2,0,11.2,29/02/2020 00:00,01/02/2020 00:00,7.79478118,11.19939825,Baixo
7902,1,5,2,0,5.29,29/02/2020 00:00,01/02/2020 00:00,3.68525038,5.29489997,Baixo
7903,1,5,2,0,5.12,29/02/2020 00:00,01/02/2020 00:00,3.56378013,5.12037375,Baixo
7904,1,5,2,0,8.15,29/02/2020 00:00,01/02/2020 00:00,5.67308319,8.1509816,Baixo
7905,1,5,2,0,6.8,29/02/2020 00:00,01/02/2020 00:00,4.7321369,6.79904727,Baixo
7906,1,5,2,0,4.8,29/02/2020 00:00,01/02/2020 00:00,3.33940652,4.79799787,Baixo
7907,1,5,2,0,11.15,29/02/2020 00:00,01/02/2020 00:00,7.75811358,11.14671491,Baixo
7908,1,5,2,0,4.67,29/02/2020 00:00,01/02/2020 00:00,3.25030464,4.66997793,Baixo
7909,1,5,2,0,0.79,29/02/2020 00:00,01/02/2020 00:00,0.54772422,0.78696009,Baixo
7910,1,5,2,0,1.53,29/02/2020 00:00,01/02/2020 00:00,1.06422195,1.52905453,Baixo
7911,1,5,2,0,0.56,29/02/2020 00:00,01/02/2020 00:00,0.39319048,0.56492885,Baixo
7912,1,5,2,0,2.88,29/02/2020 00:00,01/02/2020 00:00,2.00584224,2.88195724,Baixo
7913,1,5,2,0,1.94,29/02/2020 00:00,01/02/2020 00:00,1.35233897,1.94301576,Baixo
7914,1,5,2,0,2.59,29/02/2020 00:00,01/02/2020 00:00,1.80075095,2.58728585,Baixo
7915,1,5,2,0,4.47,29/02/2020 00:00,01/02/2020 00:00,3.112594,4.47211782,Baixo
7916,1,5,2,0,2.12,29/02/2020 00:00,01/02/2020 00:00,1.4772229,2.12244669,Baixo
7917,1,5,2,0,4.48,29/02/2020 00:00,01/02/2020 00:00,3.12143885,4.48482594,Baixo
7918,1,5,2,0,12.13,29/02/2020 00:00,01/02/2020 00:00,8.44046019,12.12709798,Baixo
7919,1,5,2,0,1.62,29/02/2020 00:00,01/02/2020 00:00,1.12591511,1.61769412,Baixo
7920,1,5,2,0,4.66,29/02/2020 00:00,01/02/2020 00:00,3.24658833,4.66463841,Baixo
7921,1,5,2,0,3.93,29/02/2020 00:00,01/02/2020 00:00,2.73427921,3.92856209,Baixo
7922,1,5,2,0,6.08,29/02/2020 00:00,01/02/2020 00:00,4.23017214,6.07783353,Baixo
7923,1,5,2,0,9.4,29/02/2020 00:00,01/02/2020 00:00,6.53892824,9.39501184,Baixo
7924,1,5,2,0,8.16,29/02/2020 00:00,01/02/2020 00:00,5.67682427,8.15635671,Baixo
7925,1,5,2,0,6.24,29/02/2020 00:00,01/02/2020 00:00,4.34442491,6.24198982,Baixo
7926,1,5,2,0,6.1,29/02/2020 00:00,01/02/2020 00:00,4.24746717,6.10268271,Baixo
7927,1,5,2,0,5.38,29/02/2020 00:00,01/02/2020 00:00,3.74129252,5.37542029,Baixo
7928,1,5,2,0,4.56,29/02/2020 00:00,01/02/2020 00:00,3.17082792,4.55578724,Baixo
7929,1,5,2,0,4.67,29/02/2020 00:00,01/02/2020 00:00,3.2492739,4.66849698,Baixo
7930,1,5,2,0,5.1,29/02/2020 00:00,01/02/2020 00:00,3.54764417,5.0971899,Baixo
7931,1,5,2,0,8.49,29/02/2020 00:00,01/02/2020 00:00,5.90760681,8.48794082,Baixo
7932,1,5,2,0,2.54,29/02/2020 00:00,01/02/2020 00:00,1.76706257,2.5388830000000002,Baixo
7933,1,5,2,0,7.76,29/02/2020 00:00,01/02/2020 00:00,5.40220925,7.761794900000001,Baixo
7934,1,5,2,0,9.2,29/02/2020 00:00,01/02/2020 00:00,6.40385995,9.20094821,Baixo
7935,1,5,2,0,9.92,29/02/2020 00:00,01/02/2020 00:00,6.90655758,9.92321491,Baixo
7936,1,5,2,0,11.35,29/02/2020 00:00,01/02/2020 00:00,7.90093139,11.35191292,Baixo
7937,1,5,2,0,9.46,29/02/2020 00:00,01/02/2020 00:00,6.58243041,9.45751496,Baixo
7938,1,5,2,0,3.85,29/02/2020 00:00,01/02/2020 00:00,2.68083315,3.85177177,Baixo
7939,1,5,2,0,6.97,29/02/2020 00:00,01/02/2020 00:00,4.8523803,6.97181077,Baixo
7940,1,5,2,0,6.37,29/02/2020 00:00,01/02/2020 00:00,4.43632888,6.37403575,Baixo
7941,1,5,2,0,6.36,29/02/2020 00:00,01/02/2020 00:00,4.42427739,6.35672039,Baixo
7942,1,5,2,0,8.53,29/02/2020 00:00,01/02/2020 00:00,5.9396932,8.53404195,Baixo
7943,1,5,2,0,6.49,29/02/2020 00:00,01/02/2020 00:00,4.52017488,6.49450414,Baixo
7944,1,5,2,0,5.55,29/02/2020 00:00,01/02/2020 00:00,3.86623903,5.55494113,Baixo
7945,1,5,2,0,7.54,29/02/2020 00:00,01/02/2020 00:00,5.2493068,7.54210747,Baixo
7946,1,5,2,0,7.94,29/02/2020 00:00,01/02/2020 00:00,5.52348772,7.93604557,Baixo
7947,1,5,2,0,7.78,29/02/2020 00:00,01/02/2020 00:00,5.41490209,7.78003174,Baixo
7948,1,5,2,0,8.82,29/02/2020 00:00,01/02/2020 00:00,6.13797892,8.81893523,Baixo
7949,1,5,2,0,6.49,29/02/2020 00:00,01/02/2020 00:00,4.51409499,6.48576866,Baixo
7950,1,5,2,0,4.05,29/02/2020 00:00,01/02/2020 00:00,2.8201503,4.05194008,Baixo
7951,1,5,2,0,10.16,29/02/2020 00:00,01/02/2020 00:00,7.07476556,10.16489304,Baixo
7952,1,5,2,0,8.23,29/02/2020 00:00,01/02/2020 00:00,5.72678805,8.22814375,Baixo
7953,1,5,2,0,8.37,29/02/2020 00:00,01/02/2020 00:00,5.82823001,8.37389369,Baixo
7954,1,5,2,0,8.96,29/02/2020 00:00,01/02/2020 00:00,6.23600811,8.95978177,Baixo
7955,1,5,2,0,9.14,29/02/2020 00:00,01/02/2020 00:00,6.35991271,9.13780562,Baixo
7956,1,5,2,0,9.31,29/02/2020 00:00,01/02/2020 00:00,6.48308313,9.31477461,Baixo
7957,1,5,2,0,8.92,29/02/2020 00:00,01/02/2020 00:00,6.20696031,8.91804642,Baixo
7958,1,5,2,0,9.31,29/02/2020 00:00,01/02/2020 00:00,6.47726318,9.30641262,Baixo
7959,1,5,2,0,9.79,29/02/2020 00:00,01/02/2020 00:00,6.81372436,9.78983385,Baixo
7960,1,5,2,0,2.39,29/02/2020 00:00,01/02/2020 00:00,1.66192305,2.38782048,Baixo
7961,1,5,2,0,10.09,29/02/2020 00:00,01/02/2020 00:00,7.02119792,10.08792804,Baixo
7962,1,5,2,0,10.76,29/02/2020 00:00,01/02/2020 00:00,7.48759946,10.7580452,Baixo
7963,1,5,2,0,10.62,29/02/2020 00:00,01/02/2020 00:00,7.39400843,10.62357533,Baixo
7964,1,5,2,0,14.03,29/02/2020 00:00,01/02/2020 00:00,9.76198834,14.02584532,Baixo
7965,1,5,2,0,9.46,29/02/2020 00:00,01/02/2020 00:00,6.58665479,9.46358447,Baixo
7966,1,5,2,0,14.96,29/02/2020 00:00,01/02/2020 00:00,10.41260511,14.96063952,Baixo
7967,1,5,2,0,15.25,29/02/2020 00:00,01/02/2020 00:00,10.616680300000002,15.25385101,Baixo
7968,1,5,2,0,7.36,29/02/2020 00:00,01/02/2020 00:00,5.12149454,7.35846916,Baixo
7969,1,5,2,0,8.2,29/02/2020 00:00,01/02/2020 00:00,5.70762746,8.20061417,Baixo
7970,1,5,2,0,5.56,29/02/2020 00:00,01/02/2020 00:00,3.87219658,5.56350084,Baixo
7971,1,5,2,0,8.05,29/02/2020 00:00,01/02/2020 00:00,5.60088467,8.04724809,Baixo
7972,1,5,2,0,8.41,29/02/2020 00:00,01/02/2020 00:00,5.85170772,8.40762604,Baixo
7973,1,5,2,0,8.98,29/02/2020 00:00,01/02/2020 00:00,6.2508243,8.98106939,Baixo
7974,1,5,2,0,6.93,29/02/2020 00:00,01/02/2020 00:00,4.82341903,6.93019975,Baixo
7975,1,5,2,0,7.41,29/02/2020 00:00,01/02/2020 00:00,5.15393854,7.40508411,Baixo
7976,1,5,2,0,8.17,29/02/2020 00:00,01/02/2020 00:00,5.68288895,8.16507033,Baixo
7977,1,5,2,0,8.14,29/02/2020 00:00,01/02/2020 00:00,5.66889481,8.14496381,Baixo
7978,1,5,2,0,7.12,29/02/2020 00:00,01/02/2020 00:00,4.95586705,7.12049863,Baixo
7979,1,5,2,0,5.35,29/02/2020 00:00,01/02/2020 00:00,3.72568739,5.35299913,Baixo
7980,1,5,2,0,5.31,29/02/2020 00:00,01/02/2020 00:00,3.69339825,5.30660668,Baixo
7981,1,5,2,0,13.15,29/02/2020 00:00,01/02/2020 00:00,9.14962417,13.14601174,Baixo
7982,1,5,2,0,13.1,29/02/2020 00:00,01/02/2020 00:00,9.11641638,13.09829939,Baixo
7983,1,5,2,0,13.36,29/02/2020 00:00,01/02/2020 00:00,9.30031865,13.362526800000001,Baixo
7984,1,5,2,0,12.63,29/02/2020 00:00,01/02/2020 00:00,8.79155059,12.6315382,Baixo
7985,1,5,2,0,5.65,29/02/2020 00:00,01/02/2020 00:00,3.93340282,5.65144083,Baixo
7986,1,5,2,0,7.24,29/02/2020 00:00,01/02/2020 00:00,5.040774400000001,7.24249196,Baixo
7987,1,5,2,0,8.79,29/02/2020 00:00,01/02/2020 00:00,6.12118578,8.79480716,Baixo
7988,1,5,2,0,8.07,29/02/2020 00:00,01/02/2020 00:00,5.61335057,8.06515887,Baixo
7989,1,5,2,0,7.9,29/02/2020 00:00,01/02/2020 00:00,5.50109007,7.90386504,Baixo
7990,1,5,2,0,8.18,29/02/2020 00:00,01/02/2020 00:00,5.69155813,8.17752605,Baixo
7991,1,5,2,0,8.07,29/02/2020 00:00,01/02/2020 00:00,5.61910964,8.07343339,Baixo
7992,1,5,2,0,8.46,29/02/2020 00:00,01/02/2020 00:00,5.88914558,8.46141606,Baixo
7993,1,5,2,0,7.52,29/02/2020 00:00,01/02/2020 00:00,5.23402711,7.52015389,Baixo
7994,1,5,2,0,6.95,29/02/2020 00:00,01/02/2020 00:00,4.83902731,6.95262544,Baixo
7995,1,5,2,0,8.65,29/02/2020 00:00,01/02/2020 00:00,6.0180558,8.646631900000001,Baixo
7996,2,5,2,0,3.99,29/02/2020 00:00,01/02/2020 00:00,2.77624257,3.98885426,Baixo
7997,2,5,2,0,0.92,29/02/2020 00:00,01/02/2020 00:00,0.63930179,0.91853705,Baixo
7998,2,5,2,0,5.09,29/02/2020 00:00,01/02/2020 00:00,3.54375668,5.09160442,Baixo
7999,2,5,2,0,6.38,29/02/2020 00:00,01/02/2020 00:00,4.44127535,6.38114274,Baixo
8000,2,5,2,0,3.51,29/02/2020 00:00,01/02/2020 00:00,2.44354278,3.51083733,Baixo
8001,2,5,2,0,7.64,29/02/2020 00:00,01/02/2020 00:00,5.31445037,7.63570455,Baixo
8002,2,5,2,0,1.61,29/02/2020 00:00,01/02/2020 00:00,1.11985994,1.60899416,Baixo
8003,2,5,2,0,2.66,29/02/2020 00:00,01/02/2020 00:00,1.85364459,2.66328245,Baixo
8004,2,5,2,0,2.76,29/02/2020 00:00,01/02/2020 00:00,1.92395,2.76429597,Baixo
8005,2,5,2,0,2.86,29/02/2020 00:00,01/02/2020 00:00,1.99092668,2.86052684,Baixo
8006,2,5,2,0,2.65,29/02/2020 00:00,01/02/2020 00:00,1.84489983,2.65071815,Baixo
8007,2,5,2,0,1.88,29/02/2020 00:00,01/02/2020 00:00,1.30899198,1.8807356,Baixo
8008,2,5,2,0,2.32,29/02/2020 00:00,01/02/2020 00:00,1.61801335,2.32473182,Baixo
8009,2,5,2,0,2.39,29/02/2020 00:00,01/02/2020 00:00,1.66456858,2.39162152,Baixo
8010,2,5,2,0,1.85,29/02/2020 00:00,01/02/2020 00:00,1.2852306999999998,1.84659583,Baixo
8011,2,5,2,0,2.25,29/02/2020 00:00,01/02/2020 00:00,1.56913329,2.25450185,Baixo
8012,2,5,2,0,4.04,29/02/2020 00:00,01/02/2020 00:00,2.81361468,4.04254983,Baixo
8013,2,5,2,0,3.53,29/02/2020 00:00,01/02/2020 00:00,2.45507013,3.52739961,Baixo
8014,2,5,2,0,2.28,29/02/2020 00:00,01/02/2020 00:00,1.5897264,2.28408966,Baixo
8015,2,5,2,0,9.42,29/02/2020 00:00,01/02/2020 00:00,6.55309809,9.41537082,Baixo
8016,2,5,2,0,7.51,29/02/2020 00:00,01/02/2020 00:00,5.22939219,7.51349452,Baixo
8017,2,5,2,0,8.96,29/02/2020 00:00,01/02/2020 00:00,6.23645004,8.96041673,Baixo
8018,2,5,2,0,9.93,29/02/2020 00:00,01/02/2020 00:00,6.91021635,9.92847177,Baixo
8019,2,5,2,0,7.28,29/02/2020 00:00,01/02/2020 00:00,5.07026811,7.28486798,Baixo
8020,2,5,2,0,2.89,29/02/2020 00:00,01/02/2020 00:00,2.01312334,2.89241859,Baixo
8021,2,5,2,0,3.45,29/02/2020 00:00,01/02/2020 00:00,2.39946737,3.44751059,Baixo
8022,2,5,2,0,4.43,29/02/2020 00:00,01/02/2020 00:00,3.08171866,4.427756700000001,Baixo
8023,2,5,2,0,3.83,29/02/2020 00:00,01/02/2020 00:00,2.6679207000000003,3.83321939,Baixo
8024,2,5,2,0,2.46,29/02/2020 00:00,01/02/2020 00:00,1.71538778,2.46463761,Baixo
8025,2,5,2,0,1.63,29/02/2020 00:00,01/02/2020 00:00,1.13549163,1.63145349,Baixo
8026,2,5,2,0,2.3,29/02/2020 00:00,01/02/2020 00:00,1.5996996,2.29841896,Baixo
8027,2,5,2,0,2.48,29/02/2020 00:00,01/02/2020 00:00,1.72479752,2.47815735,Baixo
8028,2,5,2,0,2.6,29/02/2020 00:00,01/02/2020 00:00,1.81253726,2.6042202000000003,Baixo
8029,2,5,2,0,1.44,29/02/2020 00:00,01/02/2020 00:00,1.00411356,1.44269189,Baixo
8030,2,5,2,0,3.8,29/02/2020 00:00,01/02/2020 00:00,2.64814221,3.80480203,Baixo
8031,2,5,2,0,5.77,29/02/2020 00:00,01/02/2020 00:00,4.01806738,5.77308532,Baixo
8032,2,5,2,0,5.51,29/02/2020 00:00,01/02/2020 00:00,3.83546597,5.51072697,Baixo
8033,2,5,2,0,4.74,29/02/2020 00:00,01/02/2020 00:00,3.29622156,4.73595051,Baixo
8034,2,5,2,0,8.91,29/02/2020 00:00,01/02/2020 00:00,6.19806941,8.90527214,Baixo
8035,2,5,2,0,1.93,29/02/2020 00:00,01/02/2020 00:00,1.34379815,1.93074447,Baixo
8036,2,5,2,0,2.59,29/02/2020 00:00,01/02/2020 00:00,1.80315704,2.59074287,Baixo
8037,2,5,2,0,1.87,29/02/2020 00:00,01/02/2020 00:00,1.30158281,1.87009025,Baixo
8038,2,5,2,0,2.66,29/02/2020 00:00,01/02/2020 00:00,1.85314786,2.66256877,Baixo
8039,2,5,2,0,7.74,29/02/2020 00:00,01/02/2020 00:00,5.38717355,7.74019188,Baixo
8040,2,5,2,0,4.4,29/02/2020 00:00,01/02/2020 00:00,3.06491926,4.40361962,Baixo
8041,2,5,2,0,3.85,29/02/2020 00:00,01/02/2020 00:00,2.68211661,3.85361582,Baixo
8042,2,5,2,0,4.75,29/02/2020 00:00,01/02/2020 00:00,3.30263534,4.74516572,Baixo
8043,2,5,2,0,6.97,29/02/2020 00:00,01/02/2020 00:00,4.85262049,6.97215588,Baixo
8044,2,5,2,0,3.09,29/02/2020 00:00,01/02/2020 00:00,2.14767157,3.08573501,Baixo
8045,2,5,2,0,4.08,29/02/2020 00:00,01/02/2020 00:00,2.83666037,4.07566145,Baixo
8046,2,5,2,0,2.23,29/02/2020 00:00,01/02/2020 00:00,1.55351567,2.23206275,Baixo
8047,2,5,2,0,2.63,29/02/2020 00:00,01/02/2020 00:00,1.82732102,2.62546124,Baixo
8048,2,5,2,0,2.36,29/02/2020 00:00,01/02/2020 00:00,1.64603236,2.36498903,Baixo
8049,2,5,2,0,1.6,29/02/2020 00:00,01/02/2020 00:00,1.11637092,1.6039812,Baixo
8050,2,5,2,0,2.28,29/02/2020 00:00,01/02/2020 00:00,1.58755765,2.28097363,Baixo
8051,2,5,2,0,7.79,29/02/2020 00:00,01/02/2020 00:00,5.41980825,7.78708082,Baixo
8052,2,5,2,0,3.3,29/02/2020 00:00,01/02/2020 00:00,2.2999706,3.30455546,Baixo
8053,2,5,2,0,2.84,29/02/2020 00:00,01/02/2020 00:00,1.97429835,2.83663556,Baixo
8054,2,5,2,0,3.62,29/02/2020 00:00,01/02/2020 00:00,2.51843151,3.61843608,Baixo
8055,2,5,2,0,2.51,29/02/2020 00:00,01/02/2020 00:00,1.74940576,2.51351402,Baixo
8056,2,5,2,0,7.56,29/02/2020 00:00,01/02/2020 00:00,5.26064915,7.55840395,Baixo
8057,2,5,2,0,9.68,29/02/2020 00:00,01/02/2020 00:00,6.739859399999999,9.68370603,Baixo
8058,2,5,2,0,7.89,29/02/2020 00:00,01/02/2020 00:00,5.49165211,7.89030475,Baixo
8059,3,5,2,0,5.33,29/02/2020 00:00,01/02/2020 00:00,3.70923844,5.32936557,Baixo
8060,5,5,2,0,6.06,29/02/2020 00:00,01/02/2020 00:00,4.21708373,6.05902835,Baixo
8061,5,5,2,0,8.91,29/02/2020 00:00,01/02/2020 00:00,6.20375977,8.91344795,Baixo
8062,5,5,2,0,10.6,29/02/2020 00:00,01/02/2020 00:00,7.37960939,10.60288705,Baixo
8063,5,5,2,0,12.3,29/02/2020 00:00,01/02/2020 00:00,8.56111555,12.30045337,Baixo
8064,5,5,2,0,13.02,29/02/2020 00:00,01/02/2020 00:00,9.05875811,13.01545706,Baixo
8065,5,5,2,0,11.68,29/02/2020 00:00,01/02/2020 00:00,8.12884742,11.67937847,Baixo
8066,5,5,2,0,11.32,29/02/2020 00:00,01/02/2020 00:00,7.87840424,11.31954632,Baixo
8067,5,5,2,0,6.03,29/02/2020 00:00,01/02/2020 00:00,4.19645808,6.02939379,Baixo
8068,5,5,2,0,11.47,29/02/2020 00:00,01/02/2020 00:00,7.98137342,11.46749054,Baixo
8069,5,5,2,0,12.32,29/02/2020 00:00,01/02/2020 00:00,8.57194132,12.31600764,Baixo
8070,5,5,2,0,9.94,29/02/2020 00:00,01/02/2020 00:00,6.91832701,9.94012501,Baixo
8071,5,5,2,0,8.44,29/02/2020 00:00,01/02/2020 00:00,5.87613912,8.44272862,Baixo
8072,5,5,2,0,8.89,29/02/2020 00:00,01/02/2020 00:00,6.18823153,8.89113725,Baixo
8073,5,5,2,0,9.06,29/02/2020 00:00,01/02/2020 00:00,6.30564726,9.05983802,Baixo
8074,5,5,2,0,3.84,29/02/2020 00:00,01/02/2020 00:00,2.67117246,3.83789147,Baixo
8075,5,5,2,0,4.81,29/02/2020 00:00,01/02/2020 00:00,3.34848062,4.81103538,Baixo
8076,5,5,2,0,5.07,29/02/2020 00:00,01/02/2020 00:00,3.53011363,5.07200234,Baixo
8077,5,5,2,0,5.91,29/02/2020 00:00,01/02/2020 00:00,4.11594123,5.91370867,Baixo
8078,5,5,2,0,10.6,29/02/2020 00:00,01/02/2020 00:00,7.38106144,10.60497333,Baixo
8079,5,5,2,0,9.51,29/02/2020 00:00,01/02/2020 00:00,6.62168785,9.51391932,Baixo
8080,5,5,2,0,11.85,29/02/2020 00:00,01/02/2020 00:00,8.24845717,11.85123156,Baixo
8081,5,5,2,0,10.42,29/02/2020 00:00,01/02/2020 00:00,7.25316333,10.42121168,Baixo
8082,5,5,2,0,13.39,29/02/2020 00:00,01/02/2020 00:00,9.31776947,13.38759982,Baixo
8083,5,5,2,0,10.76,29/02/2020 00:00,01/02/2020 00:00,7.49125194,10.76329301,Baixo
8084,5,5,2,0,10.41,29/02/2020 00:00,01/02/2020 00:00,7.24322934,10.4069387,Baixo
8085,5,5,2,0,8.18,29/02/2020 00:00,01/02/2020 00:00,5.69071564,8.17631558,Baixo
8086,5,5,2,0,9.03,29/02/2020 00:00,01/02/2020 00:00,6.28488125,9.03000179,Baixo
8087,5,5,2,0,10.47,29/02/2020 00:00,01/02/2020 00:00,7.28418853,10.46578812,Baixo
8088,5,5,2,0,3.97,29/02/2020 00:00,01/02/2020 00:00,2.75995501,3.9654526,Baixo
8089,6,5,2,0,5.66,29/02/2020 00:00,01/02/2020 00:00,3.94248348,5.66448776,Baixo
8090,6,5,2,0,2.26,29/02/2020 00:00,01/02/2020 00:00,1.57511752,2.26309989,Baixo
8091,6,5,2,0,5.87,29/02/2020 00:00,01/02/2020 00:00,4.08473964,5.86887879,Baixo
8092,6,5,2,0,5.45,29/02/2020 00:00,01/02/2020 00:00,3.79562017,5.45347725,Baixo
8093,6,5,2,0,5.07,29/02/2020 00:00,01/02/2020 00:00,3.53216008,5.07494265,Baixo
8094,6,5,2,0,5.75,29/02/2020 00:00,01/02/2020 00:00,4.00363102,5.75234342,Baixo
8095,6,5,2,0,5.45,29/02/2020 00:00,01/02/2020 00:00,3.79364769,5.45064323,Baixo
8096,6,5,2,0,5.53,29/02/2020 00:00,01/02/2020 00:00,3.85215455,5.53470482,Baixo
8097,6,5,2,0,6.86,29/02/2020 00:00,01/02/2020 00:00,4.77602232,6.86210103,Baixo
